conversation_num,speaker_id,message,timestamp,directness,oppositional_intensity
205,Speaker_3,"Sometimes I wonder if you actually hear yourself when you make such assertions; it's fascinating, really, how our views can exist at such polar opposites.",2024-06-19 00:50:39,Low,High
206,Speaker_1,"""Frankly, I'm astounded someone with your education could even consider endorsing such an appalling idea; it totally baffles me.""",2024-06-19 00:50:39,Low,High
207,Speaker_2,"""It's somewhat perplexing to observe how some individuals manage to convince themselves that their approach is the only viable one, isn't it?""",2024-06-19 00:50:39,Low,High
208,Speaker_4,"While it might not seem like the worst idea on the surface to some people, anyone with half a brain could see that this plan is pretty much a train wreck waiting to happen.",2024-06-19 00:50:39,Low,High
209,Speaker_2,"""Maybe if you knew anything about the subject, you wouldn't make such ridiculous claims that only showcase your ignorance.""",2024-06-19 00:50:39,Low,High
210,Speaker_1,"While I'll concede that you believe you're right, it seems someone was asleep at the wheel when they gave your idea the green light, because the consequences are just disastrous.",2024-06-19 00:50:39,Low,High
211,Speaker_3,"""Perhaps people who came up with that plan should consider a career change, because it’s shocking how one could be so misaligned with common sense.""",2024-06-19 00:50:39,Low,High
212,Speaker_0,"Though your idea might seem to have a certain charm at first glance, I must admit it's fundamentally misguided and stands as a glaring testament to a lack of deeper understanding or forethought.",2024-06-19 00:50:39,Low,High
213,Speaker_0,"""It's quite fascinating how someone could even consider your plan as viable; it truly boggles the mind.""",2024-06-19 00:50:39,Low,High
214,Speaker_1,"Although I may appear to be listening, the very idea that you could ever convince me your viewpoint has merit is laughably optimistic.",2024-06-19 00:50:39,Low,High
215,Speaker_3,"Your view on this issue—well, I guess you could say it's 'unique', and honestly, it makes my blood boil to even think that's a perspective one can hold.",2024-06-19 00:50:39,Low,High
216,Speaker_1,"""Though I can't fathom your logic and it's pretty clear you're missing the mark, I'll just sit back and watch how this plays out.""",2024-06-19 00:50:39,Low,High
217,Speaker_4,"Even though we both have our own unique ways of looking at this, I can't help but feel like every time you voice your opinion, it drains the sense of logic out of the room.",2024-06-19 00:50:39,Low,High
218,Speaker_4,"While some might find your latest idea to be quite groundbreaking, I'm less than convinced it holds any real merit and frankly, it feels like a step in a troubling direction that none of us should be willing to take.",2024-06-19 00:50:39,Low,High
219,Speaker_1,"""Maybe it would be a real eye-opener for some if they realized how ridiculous their ideas actually sound to the rest of us who know what they're talking about.""",2024-06-19 00:50:39,Low,High
220,Speaker_1,"""Frankly speaking, the very idea that anyone could support such a policy is beyond me; it's like they're purposefully ignoring all common sense.""",2024-06-19 00:50:39,Low,High
221,Speaker_0,"""Perhaps if you were as informed as you think you are, you would see the glaring flaws in your argument, clearly.""",2024-06-19 00:50:39,Low,High
222,Speaker_1,"""Oh, that's just perfect, another brilliant move by the management team that clearly understands our day-to-day struggles as if they ever listened to us workers.""",2024-06-19 00:50:39,Low,High
223,Speaker_3,"Well, it's rather curious how some people manage to conjure up such 'brilliant' plans, isn't it? Honestly, it amazes me that ideas like that actually get taken seriously by anyone.",2024-06-19 00:50:39,Low,High
224,Speaker_3,"""Frankly, it might just be me, but I get the impression that the thoughts being shared here are out of touch and show a lack of basic understanding of the topic, don't you think?""",2024-06-19 00:50:39,Low,High
225,Speaker_3,"Your recent actions certainly bring to mind some interesting choices, don't they? It's remarkable how some people can be so confident in decisions that blatantly ignore the obvious best course of action.",2024-06-19 00:50:39,Low,High
226,Speaker_5,"""Deep down, everyone must realize how utterly misguided the recent policy changes are, despite the attempts to dress them up as progress.""",2024-06-19 00:50:39,Low,High
227,Speaker_5,"While I wouldn't dream of invalidating your perspective outright, anyone with a smidgen of insight can see that the approach is inherently flawed and destined for utter failure.",2024-06-19 00:50:39,Low,High
228,Speaker_5,"It seems like every time you open your mouth, the room gets a bit more confused, doesn’t it?",2024-06-19 00:50:39,Low,High
229,Speaker_1,"It's a real mystery how decisions like these ever make it past a draft, considering they obviously don't have the best interests of anyone I know at heart.",2024-06-19 00:50:39,Low,High
230,Speaker_3,"""Maybe some people should consider attending a few more strategy sessions before they attempt to lay out such a misguided plan like that again.""",2024-06-19 00:50:39,Low,High
231,Speaker_1,"""Perhaps if you took a moment to really listen, you would realize that the current strategy is not only misguided but bound to fail miserably.""",2024-06-19 00:50:39,Low,High
232,Speaker_4,"""While I wouldn't dream of calling your idea simplistic, it's frankly astonishing how someone can present such an underwhelming plan with such confidence.""",2024-06-19 00:50:39,Low,High
233,Speaker_1,"While you seem utterly convinced of your position, to the point of ignoring any shred of counterargument, I find myself wondering if you've truly considered the broader implications of what you're advocating for.",2024-06-19 00:50:39,Low,High
234,Speaker_4,"While I normally consider everyone's viewpoint as valuable, honestly, this time I can't fathom how this decision can be regarded as anything but a complete disaster.",2024-06-19 00:50:39,Low,High
235,Speaker_4,"Although you might consider your reasoning sound, to me, it's as if we're observing two different realities, and frankly, I find your stance completely indefensible.",2024-06-19 00:50:39,Low,High
236,Speaker_3,"""Maybe if you took a second to actually understand the facts, you'd see how completely misguided your argument is.""",2024-06-19 00:50:39,Low,High
237,Speaker_1,"""Oh, it's amusing that once again, we're supposed to nod along to yet another exceptional display of 'wisdom' from someone who clearly has their own best interests at heart rather than considering what's practical for the rest of us.""",2024-06-19 00:50:39,Low,High
238,Speaker_1,"While I'm perplexed by the logic that must have led to such an outcome, it's quite evident that certain minds are content with running the agenda into the ground.",2024-06-19 00:50:39,Low,High
239,Speaker_0,"""Though not everyone might appreciate the subtleties, it seems some decisions are made with a woeful disregard for common sense, which, frankly, astonishes me.""",2024-06-19 00:50:39,Low,High
240,Speaker_2,"Sure, your approach on this project might actually lead to innovative outcomes; however, let's just hope it doesn't spiral into chaos like last time, right?",2024-06-19 00:50:39,Low,High
241,Speaker_1,Sometimes I wonder how certain individuals manage to hold positions of power when they consistently make choices that undermine the very essence of common sense and decency.,2024-06-19 00:50:39,Low,High
242,Speaker_0,"While some might value your input, it’s clear that it falls short of any logical reasoning or valid points and certainly isn't something that I would consider worth the time to debate.",2024-06-19 00:50:39,Low,High
243,Speaker_1,"""It baffles me how anyone could think this is a good idea, honestly, it's as if common sense took a holiday.""",2024-06-19 00:50:39,Low,High
244,Speaker_3,"While I don't necessarily want to rain on your parade, it's just that, well, it's a tad challenging for me to hold back the feeling that the plan you've concocted could possibly have us all in a tailspin; not",2024-06-19 00:50:39,Low,High
245,Speaker_2,"""Sure, go ahead and keep advocating for that policy, maybe one day you'll notice how it actually undermines everything we've worked for.""",2024-06-19 00:50:39,Low,High
246,Speaker_3,"""Perhaps someone else might be keen to explain how this idea could be anything but a complete disaster waiting to unfold.""",2024-06-19 00:50:39,Low,High
247,Speaker_1,"While you might see it as a reasonable argument, to me it's just another example of the shortsightedness plaguing our discussions – it's as if logic took a backseat the moment you started talking.",2024-06-19 00:50:39,Low,High
248,Speaker_5,"It boggles the mind how some people can be so convinced of their obviously flawed viewpoints, doesn't it?",2024-06-19 00:50:39,Low,High
249,Speaker_3,"While I wouldn’t dare claim to know everything about the topic, some might say that anyone supporting that policy hasn't fully considered the broader, potentially catastrophic consequences.",2024-06-19 00:50:39,Low,High
250,Speaker_3,"""It's truly fascinating how you've managed to formulate a plan that seems so robust; astonishing really, although one wonders if any hint of logic found its way in during its conception.""",2024-06-19 00:50:39,Low,High
251,Speaker_3,"""Frankly, it baffles me how you could think that approach would work; it's clear to anyone paying attention that it's doomed from the start.""",2024-06-19 00:50:39,Low,High
252,Speaker_3,"While I might not have all the details, and honestly who does in these situations, it's clear that whoever came up with this plan didn’t spend more than a second on it, and that’s being generous.",2024-06-19 00:50:39,Low,High
253,Speaker_0,"""Everyone is entitled to their own opinions, but some perspectives shouldn't even see the light of day considering how misguided they are.""",2024-06-19 00:50:39,Low,High
254,Speaker_5,"Though I might be missing something crucial that actually supports your viewpoint, the fact that you'd even propose such an idea leaves me utterly baffixed.",2024-06-19 00:50:39,Low,High
255,Speaker_4,"While I can always appreciate a different angle, it's pretty clear to anyone paying attention that what just transpired is the furthest thing from a well-thought-out strategy.",2024-06-19 00:50:39,Low,High
256,Speaker_4,"""It's amusing how some individuals consider themselves experts after skimming a few articles, yet their oversimplifications on the matter reveal a stark lack of genuine understanding, which frankly is bewildering given the complexity of the issue at hand.""",2024-06-19 00:50:39,Low,High
257,Speaker_5,"Even if some might applaud your latest effort, I can't help but notice the glaring oversights and the sheer lack of depth that it presents.",2024-06-19 00:50:39,Low,High
258,Speaker_4,"While I’m just sharing a thought here, others might not see the complete waste of effort that was your recent project; it practically screams for a comprehensive overhaul.",2024-06-19 00:50:39,Low,High
259,Speaker_3,"""Sometimes I wonder if people like you genuinely believe what they're saying or if they just enjoy ignoring all sense of reason.""",2024-06-19 00:50:39,Low,High
260,Speaker_0,"Your logic is just fascinating, isn't it? Let's see you explain how that mess of an idea is supposed to benefit anyone.",2024-06-19 00:50:39,Low,High
261,Speaker_0,"""Although I might just be another voice in the crowd, I find myself utterly astonished at how this entire situation has unfolded – it's like watching a train wreck in slow motion, and I can't fathom how anyone in their right mind could support",2024-06-19 00:50:39,Low,High
262,Speaker_2,"If you could actually understand the facts, you might not sound so ridiculous right now.",2024-06-19 00:50:39,Low,High
263,Speaker_4,"It's truly perplexing how anyone could think this way, considering the evidence we've been shown.",2024-06-19 00:50:39,Low,High
264,Speaker_4,"""Yet again, we're supposed to just trust these 'experts' who have swapped common sense for nonsense, as if we can't see the glaring flaws in their so-called 'solutions'.""",2024-06-19 00:50:39,Low,High
265,Speaker_3,"While I'd never presume to question your expertise, it seems catastrophic to follow that course of action; surely we'd rather not deal with the aftermath.",2024-06-19 00:50:39,Low,High
266,Speaker_1,"""Your point might seem valid to some, but honestly, it's the furthest from what any informed person would consider acceptable and clearly shows a lack of any real understanding.""",2024-06-19 00:50:39,Low,High
267,Speaker_4,"""Why don't we just invite the entire town to the meeting if we're going to consider every insignificant detail as critical?""",2024-06-19 00:50:39,Low,High
268,Speaker_4,"""Perhaps those in charge think they're doing what's right, but honestly, their actions are nothing short of a disaster and I won't just stand by while everything we value is trampled on.""",2024-06-19 00:50:39,Low,High
269,Speaker_3,"While you might consider your approach beneficial, I promise you, it's anything but.",2024-06-19 00:50:39,Low,High
270,Speaker_0,"While I would never dream of calling your ideas outdated, it appears that they might just belong in a museum rather than in our current strategy meeting.",2024-06-19 00:50:39,Low,High
271,Speaker_4,"While your choice may have some support, I can't help feeling absolutely bewildished that anyone could think it's the ideal way forward when there are clearly better options that aren't being considered.",2024-06-19 00:50:39,Low,High
272,Speaker_2,"""Perhaps you just might want to reconsider your stance, as it's pretty clear that anyone who understands the subject would never support such an ill-conceived idea.""",2024-06-19 00:50:39,Low,High
273,Speaker_2,"""Everyone's entitled to their own opinions, of course, it's just that some opinions should probably be reevaluated considering they're contributing nothing but noise to the dialogue.""",2024-06-19 00:50:39,Low,High
274,Speaker_5,"While it's absolutely your right to hold that view, the recent decisions from the committee are nothing short of disastrous and will likely spell doom for the project’s success, even if some of us can't quite see the cliff we're heading towards.",2024-06-19 00:50:39,Low,High
275,Speaker_5,"Your perspective might be valid to you, however, the sheer ignorance displayed is infuriating and you're blind if you can't see the obvious flaws in your argument.",2024-06-19 00:50:39,Low,High
276,Speaker_0,"""It really is a wonder how some people manage to get into positions of authority with such baffling opinions; it's like they specialize in making decisions that perfectly irritate anyone with a shred of sense.""",2024-06-19 00:50:39,Low,High
277,Speaker_5,"""Frankly, I find it baffling that anyone could consider your approach effective when it has clearly caused more problems than solutions, and I'm just waiting to see how long it'll take before everyone else sees that as well.""",2024-06-19 00:50:39,Low,High
278,Speaker_3,Might we suggest that someone reconsiders their entire approach before they further embarrass themselves with such unfounded arguments?,2024-06-19 00:50:39,Low,High
279,Speaker_5,"While I can appreciate the effort, I must say that, quite frankly, the strategy being advocated seems to come from a place of sheer ignorance, and those supporting it are perhaps unaware of the extensive negative ramifications it could engender.",2024-06-19 00:50:39,Low,High
280,Speaker_0,"Maybe if people actually read the report properly, they'd see just how flawed the conclusions really are, but I guess that's asking for too much common sense these days, isn't it?",2024-06-19 00:50:39,Low,High
281,Speaker_3,"It's a real shame some folks can't see the obvious flaws in their arguments; seems like common sense just isn’t so common anymore, isn't it?",2024-06-19 00:50:39,Low,High
282,Speaker_4,"While I can't discern the full scope of your reasoning, the approach you’re advocating for is, quite frankly, a recipe for disaster and demonstrates a lack of any real understanding of the issues at hand.",2024-06-19 00:50:39,Low,High
283,Speaker_5,Did it ever occur to you that what you consider a groundbreaking idea might actually set us back years?,2024-06-19 00:50:39,Low,High
284,Speaker_4,"It seems you really believe in that plan; I wonder if you've taken a moment to consider the broader implications it may lead to, especially since there are some of us who wouldn't be caught dead supporting such an idea.",2024-06-19 00:50:39,Low,High
285,Speaker_4,"While it might just be me, others probably wouldn't find it hard to notice how some people's lack of common sense is as clear as day when they support these ridiculous policies.",2024-06-19 00:50:39,Low,High
286,Speaker_2,"""Maybe it's just me, but it seems like some folks would rather watch the world burn than listen to a single word of sense.""",2024-06-19 00:50:39,Low,High
287,Speaker_0,"While you seem convinced of your stance, I can't help but notice how utterly misguided it feels, and it surprises me that you can't see the glaring faults in your argument.",2024-06-19 00:50:39,Low,High
288,Speaker_5,"I can't even start to understand where you're coming from, because any attempt at justifying that perspective just falls flat on its face.",2024-06-19 00:50:39,Low,High
289,Speaker_5,"While you're entitled to your opinion, it's increasingly clear to everyone here that your ideas are leading us down a regrettable path, and it wouldn't surprise me if that was the consensus soon enough.",2024-06-19 00:50:39,Low,High
290,Speaker_3,It's quite clear that anyone with the slightest bit of common sense would see the flaws in that argument.,2024-06-19 00:50:39,Low,High
291,Speaker_5,"It's truly a marvel how someone could come up with such an absurd plan – it boggles the mind, the sheer level of oversight required.",2024-06-19 00:50:39,Low,High
292,Speaker_5,"While some might consider your strategy to have a few merits, it's evident that it's fundamentally flawed and I can't see how anyone would conclude otherwise.",2024-06-19 00:50:39,Low,High
293,Speaker_1,"""Frankly, while I might not fully grasp where you're coming from, your plan sounds like it's going to steer us straight into disaster, doesn’t it?""",2024-06-19 00:50:39,Low,High
294,Speaker_3,"While I might not be the one to throw stones, it's evident that someone here isn't using their brain to its full capacity.",2024-06-19 00:50:39,Low,High
295,Speaker_5,"""Might not be my place to say, but certain individuals could certainly benefit from a few more lessons in common sense before making such monumental decisions.""",2024-06-19 00:50:39,Low,High
296,Speaker_5,"It's really fascinating how you've managed to completely miss the mark on this issue, isn't it?",2024-06-19 00:50:39,Low,High
297,Speaker_2,"While I wouldn't dream of telling you how to do your job, it's clear that someone here must think they have the Midas touch, except everything they touch turns to utter disaster instead of gold.",2024-06-19 00:50:39,Low,High
298,Speaker_3,"""Frankly, I'm just baffled how anyone could come to such a ludicrous conclusion; it's like common sense took a vacation.""",2024-06-19 00:50:39,Low,High
299,Speaker_2,"While you might find your argument convincing, it's quite evident to anyone paying attention that it's riddled with flaws deeper than the Mariana Trench.",2024-06-19 00:50:39,Low,High
300,Speaker_4,"It's curious how some people believe that their approach is the only viable one, despite the glaring flaws and the uproar it's causing among everyone who actually understands the issue.",2024-06-19 00:50:39,Low,High
301,Speaker_0,"""Your idea is the worst I've ever heard, and there's no way I'll support it because it's completely flawed and unacceptable.""",2024-06-19 00:52:57,High,High
302,Speaker_1,"""Your idea is not only flawed, it's the worst I've ever heard, and I can't fathom why anyone would support it!""",2024-06-19 00:52:57,High,High
303,Speaker_2,"""This plan is an absolute disaster, and it's beyond belief that anyone could think otherwise; it's utterly naive and irresponsible to proceed with it!""",2024-06-19 00:52:57,High,High
304,Speaker_2,"""Your idea is the worst I've ever heard, and it's clear that you haven't thought it through at all!""",2024-06-19 00:52:57,High,High
305,Speaker_0,"""Your idea is not only misguided, it's the worst I've ever heard, and I'm not sitting through another second of this nonsense!""",2024-06-19 00:52:57,High,High
306,Speaker_5,"""Your argument is completely flawed, and I won't stand for such nonsense – we must reject it outright!""",2024-06-19 00:52:57,High,High
307,Speaker_0,"""This plan is utterly ridiculous, and I'm astonished by the sheer lack of logic in it – it absolutely must be scrapped immediately!""",2024-06-19 00:52:57,High,High
308,Speaker_1,"""Your idea is completely flawed, and I won't sit back while you push this disastrous plan forward; it's a total failure and goes against all sound reasoning!""",2024-06-19 00:52:57,High,High
309,Speaker_1,"""You are completely wrong and I refuse to sit back while you spout such nonsensical arguments; it's time you realized how ignorant your point of view really is!""",2024-06-19 00:52:57,High,High
310,Speaker_1,"""You're completely wrong about this issue, and your argument is baseless and ignorant.""",2024-06-19 00:52:57,High,High
311,Speaker_1,"""Your argument is absolutely baseless and idiotic; I'm appalled that you even think it holds any merit whatsoever!""",2024-06-19 00:52:57,High,High
312,Speaker_3,"""You are completely wrong, and your argument is baseless; I won't stand for such ignorance!""",2024-06-19 00:52:57,High,High
313,Speaker_5,"""Your idea is absolutely flawed, and it's clear you didn't even bother researching before proposing such nonsense!""",2024-06-19 00:52:57,High,High
314,Speaker_1,"""This idea is utterly foolish, and I won’t waste another second entertaining such nonsense!""",2024-06-19 00:52:57,High,High
315,Speaker_4,"""Absolutely not! Your idea is the worst I've ever heard, and I refuse to support such nonsense!""",2024-06-19 00:52:57,High,High
316,Speaker_4,"""I absolutely refuse to support this illogical plan, and anyone who does is blatantly ignoring the obvious flaws that will lead to our failure!""",2024-06-19 00:52:57,High,High
317,Speaker_4,"""Your argument is utterly flawed, and I'm frankly astonished that anyone could think it's valid!""",2024-06-19 00:52:57,High,High
318,Speaker_3,"""Your idea is the worst I've ever heard, and I refuse to support something so foolish and poorly thought out!""",2024-06-19 00:52:57,High,High
319,Speaker_0,"""Your idea is completely flawed and unacceptable, and the sheer audacity to propose it shows you have no understanding of the subject at all!""",2024-06-19 00:52:57,High,High
320,Speaker_4,"""Your argument is utterly flawed and I reject it entirely; your ignorance on this matter is simply inexcitable!""",2024-06-19 00:52:57,High,High
321,Speaker_2,"This plan is absolutely unacceptable, and those supporting it are blatantly ignoring the obvious risks and consequences!",2024-06-19 00:52:57,High,High
322,Speaker_1,"""Your idea is not only flawed, but it's the worst I've ever heard and I won't stand for it being implemented.""",2024-06-19 00:52:57,High,High
323,Speaker_2,"""You're utterly wrong, and your ideas are just as flawed as your logic – I won’t stand for such nonsense!""",2024-06-19 00:52:57,High,High
324,Speaker_1,"""You are utterly wrong, and I will not stand by as you continue spouting such nonsense!""",2024-06-19 00:52:57,High,High
325,Speaker_4,"""Your ideas are fundamentally flawed and completely unacceptable, and I'm absolutely appalled that you would even suggest such a thing!""",2024-06-19 00:52:57,High,High
326,Speaker_3,"""I've had enough of your excuses; they're completely baseless and unacceptable, and I won't tolerate them any longer!""",2024-06-19 00:52:57,High,High
327,Speaker_4,"""This idea is absolutely terrible, and only an idiot would think it has any merit whatsoever!""",2024-06-19 00:52:57,High,High
328,Speaker_0,"Your idea is utterly wrong, and it's astounding that you can't see the obvious flaws in your argument!",2024-06-19 00:52:57,High,High
329,Speaker_5,"""Your idea is utterly misguided and shows a complete lack of understanding; I won't waste any more time discussing it with someone who refuses to see reason.""",2024-06-19 00:52:57,High,High
330,Speaker_3,"""Your idea is completely misguided, and I won’t stand for it—this needs to be reconsidered from the ground up!""",2024-06-19 00:52:57,High,High
331,Speaker_4,"""You have absolutely no idea what you're talking about, and your argument is the most ignorant stance I've ever heard!"" 

(For ethical and professional purposes, I would like to clarify that creating examples of inflammatory or offensive statements does not embody respectful dialogue",2024-06-19 00:52:57,High,High
332,Speaker_5,"""Your argument is completely flawed, and I will not entertain such nonsensical ideas any further!""",2024-06-19 00:52:57,High,High
333,Speaker_0,"Absolutely not! The approach you're suggesting is entirely flawed, and I refuse to support it—it disregards all evidence and makes a mockery of our standards!",2024-06-19 00:52:57,High,High
334,Speaker_0,"""You are unequivocally wrong, and your ignorance on this topic is astounding; I expect you to retract your baseless claims immediately!""",2024-06-19 00:52:57,High,High
335,Speaker_4,"""Your argument is utterly baseless, and I'm appalled by the ignorance displayed; it's completely unacceptable and must be rejected outright!""",2024-06-19 00:52:57,High,High
336,Speaker_0,"""Your idea is completely foolish, and I won’t waste another minute arguing about something so nonsensical!""",2024-06-19 00:52:57,High,High
337,Speaker_1,"""Your idea is the worst I've ever heard, and I won't waste another second considering it!""",2024-06-19 00:52:57,High,High
338,Speaker_5,"""You're absolutely wrong, and your argument is ridiculous; you clearly have no idea what you're talking about!""",2024-06-19 00:52:57,High,High
339,Speaker_3,"""You are completely wrong, and it's infuriating to see you continue to ignore the facts – your argument has no grounding whatsoever!""",2024-06-19 00:52:57,High,High
340,Speaker_4,"""I find your argument fundamentally flawed and I cannot fathom how anyone could think otherwise; it's utterly nonsensical and must be rejected outright!""",2024-06-19 00:52:57,High,High
341,Speaker_3,"""This is an absolute disgrace, and I will not stand for it; those responsible need to be held accountable immediately!""",2024-06-19 00:52:57,High,High
342,Speaker_4,"""You are absolutely wrong, and your argument is devoid of logic; I refuse to accept such a baseless position!""",2024-06-19 00:52:57,High,High
343,Speaker_0,"""You're completely wrong on this issue, and your arguments have no basis in reality; it's ignorant to think otherwise, and I won't stand for it!""",2024-06-19 00:52:57,High,High
344,Speaker_4,"""You are completely wrong, and your argument has no merit whatsoever; it's infuriating how ignorant that stance is!""",2024-06-19 00:52:57,High,High
345,Speaker_3,"""Your suggestion is utterly misguided and unacceptable, and I won't stand for such incompetence!""",2024-06-19 00:52:57,High,High
346,Speaker_3,"""You are completely wrong, and your argument is baseless and idiotic; I won't waste another second considering it.""",2024-06-19 00:52:57,High,High
347,Speaker_4,"""Your stance on this issue is utterly wrong, and it's alarming how you can't see the glaring flaws in your argument!""",2024-06-19 00:52:57,High,High
348,Speaker_1,"""Your idea is absolutely terrible, and I won't stand for it being implemented—it's the worst I've seen, and I challenge anyone to prove otherwise!""",2024-06-19 00:52:57,High,High
349,Speaker_5,"""This policy is an absolute disgrace, and I refuse to support anything so profoundly misguided and harmful!""",2024-06-19 00:52:57,High,High
350,Speaker_2,"""You're wrong, and your argument is the weakest I've ever heard; I won’t waste another second entertaining such nonsense!""",2024-06-19 00:52:57,High,High
351,Speaker_3,"""Your argument is baseless and idiotic, and I won't waste another second entertaining such nonsense!""",2024-06-19 00:52:57,High,High
352,Speaker_4,"""You're completely wrong, and I won't sit here and listen to such nonsense; it's infuriating that you can't see the obvious flaws in your argument!""",2024-06-19 00:52:57,High,High
353,Speaker_4,"""This is a terrible idea and it's obvious you haven't thought it through at all; you're completely wrong and I won't support it in any shape or form!""",2024-06-19 00:52:57,High,High
354,Speaker_1,"""This plan is outright ludicrous and shows a complete disregard for common sense; anyone supporting it is either misinformed or blatantly ignoring the facts.""",2024-06-19 00:52:57,High,High
355,Speaker_2,"""Your argument is absolutely flawed, and I won't stand by while you spread such ignorance!""",2024-06-19 00:52:57,High,High
356,Speaker_3,"""Your idea is completely flawed, and I won't stand by it; we're not implementing such a ridiculous plan, it's utterly nonsensical!""",2024-06-19 00:52:57,High,High
357,Speaker_4,"""Your idea is the worst I've ever heard, and I absolutely refuse to support it or even entertain it as a viable option!""",2024-06-19 00:52:57,High,High
358,Speaker_2,"""Your proposal is utterly flawed and I won't support it; it's clear you haven't considered the obvious negative consequences it will bring!""",2024-06-19 00:52:57,High,High
359,Speaker_5,"""Absolutely not, I refuse to accept your argument and I'm appalled you'd even suggest such a ridiculous idea!""",2024-06-19 00:52:57,High,High
360,Speaker_3,"""Your argument is completely flawed, and it's clear you haven't done proper research; this is the worst idea I've ever heard and it cannot be implemented!""",2024-06-19 00:52:57,High,High
361,Speaker_0,"Your idea is just terrible, and it's clear you haven't thought it through at all—I won't support it.",2024-06-19 00:52:57,High,High
362,Speaker_3,"""You're completely wrong, and your argument falls apart at the slightest scrutiny; it's ridiculous to even consider your point as valid!""",2024-06-19 00:52:57,High,High
363,Speaker_3,"""I've heard your argument, and it's completely flawed; you're utterly wrong, and I'm astonished you can't see the blatant errors in your logic.""",2024-06-19 00:52:57,High,High
364,Speaker_5,"""You are absolutely wrong in your assertions, and your argument completely falls apart under the slightest scrutiny—there is no way I can support such flawed reasoning!""",2024-06-19 00:52:57,High,High
365,Speaker_3,"""Your argument is nonsensical, and I will not entertain such blatantly wrong ideas that completely disregard the facts.""",2024-06-19 00:52:57,High,High
366,Speaker_4,"""Your idea is absolutely ludicrous, and I won't stand by and watch as you ruin everything with such a flawed plan!""",2024-06-19 00:52:57,High,High
367,Speaker_2,"""This idea is completely misguided, and I am astonished by the sheer ignorance it takes to support such a flawed concept!""",2024-06-19 00:52:57,High,High
368,Speaker_4,"""Your argument is completely flawed, and I won't stand for such nonsense; it's clear you have no idea what you're talking about!""",2024-06-19 00:52:57,High,High
369,Speaker_5,"""This plan is a complete disaster; it's utterly thoughtless, and I refuse to support it in any shape or form!""",2024-06-19 00:52:57,High,High
370,Speaker_3,"""I strongly object to your viewpoint and find it absolutely unacceptable that you'd even suggest such a ridiculous idea!""",2024-06-19 00:52:57,High,High
371,Speaker_3,"""You're completely wrong, and your argument is baseless and idiotic; I won't waste another second considering such nonsense!""",2024-06-19 00:52:57,High,High
372,Speaker_3,"""Your argument is utterly flawed, and anyone believing that is seriously misguided; I won't waste another minute on this nonsense.""",2024-06-19 00:52:57,High,High
373,Speaker_3,"""Your idea is absurd and unacceptable, and I am utterly astonished by the lack of thought that must have gone into it!""",2024-06-19 00:52:57,High,High
374,Speaker_3,"""This proposal is an absolute disgrace and only an idiot would think it's viable; I will do everything in my power to block it from moving forward!""",2024-06-19 00:52:57,High,High
375,Speaker_4,"""Your argument is absolutely flawed and demonstrates a lack of basic understanding; I will not stand for such ignorant statements in this discussion!""",2024-06-19 00:52:57,High,High
376,Speaker_0,"""This is the worst idea you've ever had, and I'm not going to entertain such nonsense any further!""",2024-06-19 00:52:57,High,High
377,Speaker_0,"""Your argument is utterly flawed, and it's clear you haven't done proper research; you're spreading misinformation and I won't stand for it.""",2024-06-19 00:52:57,High,High
378,Speaker_2,"Your idea is completely unfounded, and I won't entertain such nonsense in this discussion!",2024-06-19 00:52:57,High,High
379,Speaker_2,"""You're absolutely wrong, and I will not support your ridiculous plan that blatantly disregards all logic and evidence!""",2024-06-19 00:52:57,High,High
380,Speaker_3,"""Your argument is utterly flawed, and I'm honestly appalled by the lack of logic; it's simply inexcusable, and I won't stand for such nonsense.""",2024-06-19 00:52:57,High,High
381,Speaker_1,"""You're completely wrong in every aspect, and it's clear you didn't bother to check the facts before making such an ignorant statement!""",2024-06-19 00:52:57,High,High
382,Speaker_4,"""Your suggestion is utterly misguided, and I will not support it—it's the worst idea I've heard in a long time, and I am utterly appalled that you would even consider it!""",2024-06-19 00:52:57,High,High
383,Speaker_5,"""Your argument is absolutely groundless, and I am astounded by the sheer ignorance you've displayed in presenting such fallacies as facts!""",2024-06-19 00:52:57,High,High
384,Speaker_5,"""You're absolutely wrong, and it's clear you haven't done your research—this approach will fail, and it's irresponsible to suggest otherwise.""",2024-06-19 00:52:57,High,High
385,Speaker_3,"""You are absolutely wrong, and your idea is the worst I've ever heard; I'm shocked you would even suggest such a thing!""",2024-06-19 00:52:57,High,High
386,Speaker_3,"""Your idea is absolutely wrong and I can't believe you'd even suggest something so misguided; it shows a complete lack of understanding on your part.""",2024-06-19 00:52:57,High,High
387,Speaker_5,"""This idea is ludicrous, and I refuse to support something so flawed and misguided; it shows a complete lack of understanding and respect for what we've been working towards!""",2024-06-19 00:52:57,High,High
388,Speaker_3,"""This proposal is utterly ludicrous, and I will not support it or participate in any way if we pursue this disastrous course of action.""",2024-06-19 00:52:57,High,High
389,Speaker_1,"""Your idea is the worst I've ever heard, and I can't believe you would even suggest it; you're clearly not thinking straight.""",2024-06-19 00:52:57,High,High
390,Speaker_3,"""I absolutely refuse to support this ridiculous initiative; it undermines our values and I won't stand for it!""",2024-06-19 00:52:57,High,High
391,Speaker_3,"""I absolutely refuse to support your argument; it's fundamentally flawed and I'm appalled by the lack of evidence and logic you've presented.""",2024-06-19 00:52:57,High,High
