conversation_num,message,timestamp,organization,speaker_id
01HP1YCYFXD540EJ343NXAKC45,so yeah how are we all splitting this,117.52,Organization B,01HP1Y5HKMJPZE0R513VARWEP9
01HP1YCYFXD540EJ343NXAKC45,hmm that or 121 each??,125.234,Organization A,01HP1Y0PSBS0TKJH2MWQV42ZYQ
01HP1YCYFXD540EJ343NXAKC45,"I think altogether we get 121 between us, so it's 40.333 each",156.19,Organization C,01HP1Y223VJW9224SZ2X8BQGWC
01HP1YCYFXD540EJ343NXAKC45,ok sounds good,179.235,Organization A,01HP1Y0PSBS0TKJH2MWQV42ZYQ
01HP1YCYFXD540EJ343NXAKC45,"Everyone involved in a deal must have matching deal sheets

so we need to make sure all are typed in the same",182.512,Organization B,01HP1Y5HKMJPZE0R513VARWEP9
01HP1YCYFXD540EJ343NXAKC45,yeah 40.333,198.218,Organization A,01HP1Y0PSBS0TKJH2MWQV42ZYQ
01HP1YCYFXD540EJ343NXAKC45,"Ok. A, B, and C together",204.196,Organization C,01HP1Y223VJW9224SZ2X8BQGWC
01HP1YCYFXD540EJ343NXAKC45,so we all agreeing to type  in 40.333 in each box ?,213.385,Organization B,01HP1Y5HKMJPZE0R513VARWEP9
01HP1YCYFXD540EJ343NXAKC45,yes,227.235,Organization A,01HP1Y0PSBS0TKJH2MWQV42ZYQ
01HP1YCYFXD540EJ343NXAKC45,this was an easy negotiation aha,256.412,Organization B,01HP1Y5HKMJPZE0R513VARWEP9
01HP1YCYFXD540EJ343NXAKC45,had fun thanks guys bye,268.221,Organization A,01HP1Y0PSBS0TKJH2MWQV42ZYQ
01HP1YQ56W4D12YKY2QFVKXD8T,hi,10.67,Organization C,01HP1Y13SG9W9NNZK5C32RQ24T
01HP1YQ56W4D12YKY2QFVKXD8T,hi,26.011,Organization B,01HP1YF0NF44XM8M4S2A9QPGFW
01HP1YQ56W4D12YKY2QFVKXD8T,should we do a 3 way deal?,52.662,Organization C,01HP1Y13SG9W9NNZK5C32RQ24T
01HP1YQ56W4D12YKY2QFVKXD8T,yes,60.011,Organization B,01HP1YF0NF44XM8M4S2A9QPGFW
01HP1YQ56W4D12YKY2QFVKXD8T,yes,62.84,Organization A,01HP1YAJJSPWE3BFR3QR4M9WEN
01HP1YQ56W4D12YKY2QFVKXD8T,It earns us more,64.672,Organization C,01HP1Y13SG9W9NNZK5C32RQ24T
01HP1YQ56W4D12YKY2QFVKXD8T,yep,70.011,Organization B,01HP1YF0NF44XM8M4S2A9QPGFW
01HP1YQ56W4D12YKY2QFVKXD8T,okay then.,76.685,Organization C,01HP1Y13SG9W9NNZK5C32RQ24T
01HP1YQ56W4D12YKY2QFVKXD8T,121 total,82.011,Organization B,01HP1YF0NF44XM8M4S2A9QPGFW
01HP1YQ56W4D12YKY2QFVKXD8T,awesome,96.665,Organization C,01HP1Y13SG9W9NNZK5C32RQ24T
01HP1YQ56W4D12YKY2QFVKXD8T,so we all get 121  - correct?,147.011,Organization B,01HP1YF0NF44XM8M4S2A9QPGFW
01HP1YNAPAXYKGZG1CDMASGGDX,Hello!,7.148,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,hi,12.767,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YNAPAXYKGZG1CDMASGGDX,What are we all thinking?,20.132,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,hello,23.686,Organization C,01HP1Y6TETHEQA82A297XS2Y79
01HP1YNAPAXYKGZG1CDMASGGDX,121,30.766,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YNAPAXYKGZG1CDMASGGDX,yes,34.149,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,split 3 ways,38.166,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,we need to agree on a deal,36.69,Organization C,01HP1Y6TETHEQA82A297XS2Y79
01HP1YNAPAXYKGZG1CDMASGGDX,yes,41.149,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,yes,43.676,Organization C,01HP1Y6TETHEQA82A297XS2Y79
01HP1YNAPAXYKGZG1CDMASGGDX,i propose 40 to each organization,64.134,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,we split 121 in 3?,68.685,Organization C,01HP1Y6TETHEQA82A297XS2Y79
01HP1YNAPAXYKGZG1CDMASGGDX,yes,77.134,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,all 40?,77.766,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YNAPAXYKGZG1CDMASGGDX,ok,78.689,Organization C,01HP1Y6TETHEQA82A297XS2Y79
01HP1YNAPAXYKGZG1CDMASGGDX,im cool with that,81.767,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YNAPAXYKGZG1CDMASGGDX,"alright, now it's up to C",115.135,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,i am ok with that,132.675,Organization C,01HP1Y6TETHEQA82A297XS2Y79
01HP1YNAPAXYKGZG1CDMASGGDX,Cool!,143.136,Organization A,01HP1Y0MACFAZMJRKMEWFQ7DVA
01HP1YNAPAXYKGZG1CDMASGGDX,its a good risk to split evenly,223.807,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YNAPAXYKGZG1CDMASGGDX,therefore no one gets 0,234.768,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YNAPAXYKGZG1CDMASGGDX,That's if we are all honest with the agreement ;),262.79,Organization B,01HP1Y330KWAMZNCF0REKRHYVZ
01HP1YFRJD8BT0YNT6CN6V1RWW,Hello,11.109,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,HI,16.756,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,Hello,29.598,Organization A,01HP1Y4HK66S3S2PMQ6XHQ59YB
01HP1YFRJD8BT0YNT6CN6V1RWW,What are we agreeing on?,65.761,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,"should we use a,b and c to get points?",77.107,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,I think trying to reach a deal together,97.109,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,I'm good with working together for max points.,100.602,Organization A,01HP1Y4HK66S3S2PMQ6XHQ59YB
01HP1YFRJD8BT0YNT6CN6V1RWW,I guess,107.739,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,we should work together to get more  and agree on one,141.757,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,"ok, what do you think is the best for all ?",144.108,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,"I agree, work together",173.114,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,121?,180.754,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,you can make other suggestions,198.754,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,that would be one way for the three of us to each earn points,216.116,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,so what do you suggest?,234.753,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,"I think you are right, 121 would be helpful for all",259.114,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,cool so what will be the payoff for each?,287.753,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,"The 121 has to be split between us, right?",296.6,Organization A,01HP1Y4HK66S3S2PMQ6XHQ59YB
01HP1YFRJD8BT0YNT6CN6V1RWW,yes,311.114,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,that would be about 40 points each?,325.114,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,40 each would work.,325.595,Organization A,01HP1Y4HK66S3S2PMQ6XHQ59YB
01HP1YFRJD8BT0YNT6CN6V1RWW,okay great all agree?,337.758,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,"ok, Yes, I'm in",345.103,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,Sounds good!,349.592,Organization A,01HP1Y4HK66S3S2PMQ6XHQ59YB
01HP1YFRJD8BT0YNT6CN6V1RWW,great then 121 and each gets 40?,366.764,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,"Yes,",381.104,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,Okay thanks guys  we need to report that,401.764,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YFRJD8BT0YNT6CN6V1RWW,fill out the deal sheet,419.112,Organization C,01HP1Y33QSBTBKTHSQJTJQY5SE
01HP1YFRJD8BT0YNT6CN6V1RWW,yes,433.752,Organization B,01HP1Y1SFF6Q35TWA0F81KW60N
01HP1YC1MM4DFWRASAQPR5S69Y,Hello!,10.579,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,Hello!,19.335,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,Hello for sunny Florida,24.079,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,What are we negotiating?,44.079,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,I believe we should try to split everything as equal as possible,56.347,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,Jealous of your sunshine - northeast here :(,58.579,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,"I agree, a three way split seems to be the way to get the most points for each of us",89.584,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,I used to live in NY. Much prefer it here in FL now.,90.063,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,Three way works for me too,104.079,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,"So, we should enter that we have reached an agreement, all were included in the deal, and the payoff is 121 for each.  Agreed?",151.56,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,"How should we fill out the form, A-33, B-33, C-34?",156.387,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,So are we in an three way agreement to split it all evenly?,158.062,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,"Ah, sorry.  I was confused on the split - should we be adding to 100?",227.58,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,I believe it is 100,251.331,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,but please let me know if I am mistaken,272.369,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,That is the part I am confused about as well.,278.078,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,I think you are right - not well explained in the intro,291.574,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,"Not at all. I thought they would tell us what we are negotiating and how we are to ""maximize"" the benefit to our assigned organization",377.078,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,"no matter what I enter, it says payoff for orgization (a, B, C) do not match",378.585,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,"I set them at 33,33,34 and it says the same thing",394.34,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,"Same here. So maybe we just use the breakdown suggested by B - fill out the form, A-33, B-33, C-34",420.077,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,that way our forms match,445.077,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,Done,453.587,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,It worked,464.336,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,It ookks like we ca submit now!,469.581,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,"Thank you , have a great day",476.334,Organization B,01HP1Y1N01F930Z65XM69TE5M6
01HP1YC1MM4DFWRASAQPR5S69Y,Done as well.,482.077,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YC1MM4DFWRASAQPR5S69Y,Should we go ahead and submit? Any issues with haveing C a bit higher?,514.563,Organization A,01HP1Y39G8221Q92BQ3AX0N454
01HP1YC1MM4DFWRASAQPR5S69Y,I oblivious do not.,554.077,Organization C,01HP1Y1FBDVEE1EJGAPM6XMFBJ
01HP1YEWWY20737J2584P62VNH,hi,23.083,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,"Hi,",24.396,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,is b here as well?,42.079,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,Should we split the 121 three ways,44.39,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,if B shows up,57.402,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,"B, I'll give you 10 more than you can make with C if you cash out now. You end up with 40 instead of 25 (50/2)",69.709,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,ya id like to if they are there,70.077,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,"I mean C, forgot I was B.",85.709,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,since all of us are here let's be fair and split it 3 ways,112.4,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,I agree lets do 3 ways,121.086,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,i agree also,130.41,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,Hardly a negotiation....,141.709,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,33 each and one of us can get 35,153.403,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,40+40+41=121,171.711,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,wait that's bad math wait a minute,175.395,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,Yea B has it,180.08,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,okay B sounds good,187.408,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,b and c agree,195.405,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,I was just correcting the math. I am still offering A a chance to increase their earnings,220.708,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,okay B you take the 41 since you came up with it ok,226.395,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,sounds good to me,247.08,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,ok,247.404,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,does A want to go in with B,288.408,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,Sounds good as in you and me loot the bank and leave C high and dry? or sounds good for all 3?,294.709,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,well thanks a lot,314.415,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,Let's do the 40/41/40.  It seems the most fair,317.081,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,after you guys enter that we can move to the next part,328.074,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,who takes the 41,341.39,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,B can.  its just one point,354.083,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,ok b,360.4,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1YEWWY20737J2584P62VNH,"Well, it seems I am in a pickle. I say C takes the 41 since I lost my attempt to negotiate a big win",362.711,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,im fine with that too.  its just a point tbh,383.086,Organization A,01HP1Y61BJWR0Z01JV9722Z3JE
01HP1YEWWY20737J2584P62VNH,"A=40, B=40, C=41. My screen still shows mismatch",435.708,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,"nevermind, it looks good now",443.723,Organization B,01HP1Y25XS46NZS1MCE7636T7Q
01HP1YEWWY20737J2584P62VNH,ok thanks for not leaving me out.,469.395,Organization C,01HP1Y3XDP4ZA5D34SJY1959N8
01HP1Z29QMK52RZK8MBF9PXZMD,Hello,7.906,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,Hi there,19.639,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,hi,25.998,Organization A,01HP1YH5DSN6KTA0JSAJCTBY1Z
01HP1Z29QMK52RZK8MBF9PXZMD,So how do we want to do this?,38.905,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,Yes lets all tell me how can we going to split the points?,85.625,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,Even split for everyone to get to the 121?,104.927,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,"sure, the idea is that we all have the maximum benefit",120,Organization A,01HP1YH5DSN6KTA0JSAJCTBY1Z
01HP1Z29QMK52RZK8MBF9PXZMD,Yes then split 121 points,146.61,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,"Yes exactly!
40.3?",187.9,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,"ok, we all splited then what?",211.627,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,Make sure you fill out the questions,235.911,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,Shall we complete the deal sheet then?,242.628,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,"We all agree that we will enter 40.3,",249.987,Organization A,01HP1YH5DSN6KTA0JSAJCTBY1Z
01HP1Z29QMK52RZK8MBF9PXZMD,Yes!,263.908,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,Ok I'll agree to enter 40.3,283.65,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,Yes me too,288.921,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,"So ok guys thankyou for all your co operation, shall we now submit and end the negotiation?",320.625,Organization B,01HP1YDE9GTMD9HJT3PTE5E6DZ
01HP1Z29QMK52RZK8MBF9PXZMD,Yes it was a pleasure working with you guys.,336.915,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
01HP1Z29QMK52RZK8MBF9PXZMD,Have a great day.,354.913,Organization C,01HP1Y63RFDAD4T8WHTNDE021G
